sku,name,price,inventory,image_urls
16063,Hooded Coat,15.37,3,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638072116961848840-DSC_7301.jpg?v=1696456997, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638072116967942601-DSC_7304.jpg?v=1696457006"
16077,Jacket,13.18,7,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637993750561968779-DSC_8067.jpg?v=1696605849, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638016178128585316-1276.jpg?v=1696605854, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637993750562437238-DSC_8069.jpg?v=1696605859, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638016178216708919-1251.jpg?v=1696605862"
16088,Cardigan Set,24.68,2,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638043637093917273-DSC_8196.jpg?v=1696605788, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638043637058293435-DSC_8186.jpg?v=1696605792, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638043637063918270-DSC_8188.jpg?v=1696605796, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638043637069855595-DSC_8189.jpg?v=1696605800, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638043637075636553-DSC_8190.jpg?v=1696605805, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638043637081730102-DSC_8191.jpg?v=1696605810, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638043637087667399-DSC_8193.jpg?v=1696605818"
16089,Cardigan Set,24.75,0,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638302041050329477-DSC_8210.jpg?v=1696605752, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638302041022178921-DSC_8199.jpg?v=1696605752, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638302041023428912-DSC_8200.jpg?v=1696605758, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638302041029684250-DSC_8202.jpg?v=1696605762, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638302041037343723-DSC_8204.jpg?v=1696605766, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638302041044545078-DSC_8205.jpg?v=1696605773"
16097,Hooded Sweatshirt,10.99,6,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637988476171189595-DSC_8629.jpg?v=1696457115, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637988476171658319-DSC_8630.jpg?v=1696457126"
16100,Trouser,13.51,6,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637973805996065968-16100.jpg?v=1696441921, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637973805997003424-DSC_8839.jpg?v=1696441928"
16101,Shirt,11.65,7,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637982558944561049-DSC_9060.jpg?v=1696608145, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637982558951123401-DSC_9061.jpg?v=1696608149, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638003984746854718-0948.jpg?v=1696608153"
16104,Trouser,13.51,6,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637967778265125437-DSC_8960.jpg?v=1696442005, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637967778271375379-DSC_8961.jpg?v=1696442010"
16107,Shirt,11.65,5,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637982557687601218-DSC_9062.jpg?v=1696608127, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637982557694007396-DSC_9063.jpg?v=1696608131"
16108,Trouser,13.51,5,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637967779211297718-DSC_8840.jpg?v=1696441948, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637967779217235117-DSC_8841.jpg?v=1696441954, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637977302306059327-0974.jpg?v=1696441959"
16110,Trouser,13.51,7,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637986850202689181-DSC_8494.jpg?v=1696441977, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637986850208470374-DSC_8496.jpg?v=1696441984"
16113,5-Piece New Born Set,15.78,2,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638000682614497769-tak_C4_B1m.jpg?v=1696455944, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638000682619966492-DSC_9679.jpg?v=1696455951, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638000682625278811-DSC_9682.jpg?v=1696455958, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638000682587702613-DSC_9684.jpg?v=1696455964, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638000682587233763-DSC_9683.jpg?v=1696455971, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638000682592859076-DSC_9685.jpg?v=1696455977, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638000682598171076-DSC_9686.jpg?v=1696455983, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638000682609133499-SEKER_ic_zibin.jpg?v=1696455993, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638000682603640666-DSC_9687.jpg?v=1696456000"
16120,Dress,16.43,12,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637982556104947193-DSC_7601.jpg?v=1696605923, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638055747942407715-1526.jpg?v=1696605923, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637982556099009661-DSC_7605.jpg?v=1696605911"
16126,Sweatshirt,9.01,7,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637955734937444473-DSC_7736.jpg?v=1696442486, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637955734940100740-DSC_7738.jpg?v=1696442492"
16127,Leggings,9.01,6,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/DSC_7739.jpg?v=1696446514, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/DSC_7740_1.jpg?v=1696446560"
16145,Jeans Dress,16.04,0,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637993751101506372-DSC_9004.jpg?v=1696446043, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637993751101983059-DSC_9006.jpg?v=1696446047"
16146,2-Piece Jumpsuit,13.96,0,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638040221792505966-DSC_9895.jpg?v=1696607981, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638040221780787410-DSC_9891.jpg?v=1696607986, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638040221786568363-DSC_9893.jpg?v=1696607992, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638040221769537225-DSC_9883.jpg?v=1696607996, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638040221775162462-DSC_9889.jpg?v=1696607999"
16160,Newborn Angel Unisex Set of 8,35.67,0,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638049668975504435-sekizli_20tak_C4_B1m.jpg?v=1696451149, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638049668987535441-DSC_9265.jpg?v=1696451154, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638049668993160238-DSC_9266.jpg?v=1696451159, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638049668999410334-DSC_9267.jpg?v=1696451166, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638049669005503963-DSC_9268.jpg?v=1696451173, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638049669014410134-DSC_9270.jpg?v=1696451182, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638049669022222661-DSC_9271.jpg?v=1696451187, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638049669028160018-DSC_9285.jpg?v=1696451194, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638049668981598040-DSC_0053.jpg?v=1696451199, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638049669033941178-DSC_9287.jpg?v=1696451207, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638049669036441170-DSC_9288.jpg?v=1696451215, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638049669042534889-DSC_9289.jpg?v=1696451221"
16194,Sweatshirt,9.01,1,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637986850659240160-DSC_8459.jpg?v=1696442510, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637986850664709107-DSC_8461.jpg?v=1696442514"
16206,Floral Body,5.28,8,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637949485558573716-DSC_9260.jpg?v=1696443202, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637949485564511147-DSC_9261.jpg?v=1696443209"
16208,Hello World Body,4.99,12,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637949473876266354-DSC_9469.jpg?v=1696445612, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637949473877360070-DSC_9470.jpg?v=1696445616"
16209,Star Body,4.99,8,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637964336339170989-DSC_9576.jpg?v=1696443102, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637964336345108227-DSC_9577.jpg?v=1696443107"
16213,Long Sleeve Body,4.99,3,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637986851173915717-DSC_9601.jpg?v=1696446936, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/637986851180009310-DSC_9603.jpg?v=1696446938"
16240,5-Piece New Born Set,20.31,0,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638090235714493933-DSC_1115.jpg?v=1696605611, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638090235720118637-DSC_1116.jpg?v=1696605615, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638090235726056086-DSC_1117.jpg?v=1696605620, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638090235732149779-DSC_1118.jpg?v=1696605629, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638090235738087256-DSC_1120.jpg?v=1696605632, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638090235756367818-DSC_1136.jpg?v=1696605635, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638090235761836691-DSC_1142.jpg?v=1696605640, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638090235767930475-SEKER_ICZIBIN_DSC_0172.jpg?v=1696605644"
16256,8-Piece New Born Set,38.34,0,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638018537741311502-sekizli_20set.jpg?v=1696605664, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638018537677706924-DSC_9787.jpg?v=1696605666, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638018537683187652-DSC_9789.jpg?v=1696605670, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638018537688968699-DSC_9791.jpg?v=1696605676, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638018537694906119-DSC_9795.jpg?v=1696605680, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638018537701156500-DSC_9796.jpg?v=1696605684, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638018537707249783-DSC_9798.jpg?v=1696605688, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638018537712874555-DSC_9801.jpg?v=1696605693, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638018537718812045-DSC_9802.jpg?v=1696605697, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638018537724436763-DSC_9804.jpg?v=1696605702, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638018537730374405-SEKER_ic_zibin.jpg?v=1696605706, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638018537735843324-SEKER_mendil.jpg?v=1696605710"
16271,Vest Suit Set,40.05,4,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638175120121097891-011A1141.jpg?v=1696441711, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638175120082504169-011A1131.jpg?v=1696441717, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638175120088285427-011A1132.jpg?v=1696441724, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638175120093910570-011A1134.jpg?v=1696441731, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638175120100785461-011A1137.jpg?v=1696441737, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638175120107504173-011A1138.jpg?v=1696441745, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638175120114223062-011A1139.jpg?v=1696441755"
16279,Dress,10.69,1,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638116345811042307-DSC_0408.jpg?v=1696443056, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638116345817292033-DSC_0410.jpg?v=1696443059"
16281,Lace Ruffle Dress,17.46,4,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638215577017975982-DSC_0887.jpg?v=1696446434, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638215577023444749-DSC_0888.jpg?v=1696446442"
16282,Floral Dress,13.73,4,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638179435436042367-DSC_0379.jpg?v=1696443288, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638179435455295257-DSC_0380_1.jpg?v=1696443294"
16283,Dress,15.8,4,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638138894477536746-DSC_0381.jpg?v=1696442927, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638138894483630426-DSC_0382.jpg?v=1696442931"
16286,Flower Dress,14.51,5,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638157764844919743-DSC_0411.jpg?v=1696443718, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638157764851169862-DSC_0412.jpg?v=1696443722"
16287,Cherry Dress with T-Shirt,17.46,3,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638179444064027442-DSC_0455.jpg?v=1696442234, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638179444052621020-DSC_0451.jpg?v=1696442242, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638179444058402361-DSC_0453.jpg?v=1696442247, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638179444069964885-DSC_0433.jpg?v=1696442254, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638179444076214829-DSC_0436.jpg?v=1696442258, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638239766276598794-I_CC_87DI_CC_87LBABY_SS23-0136_20copy.jpg?v=1696442268, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638239766266598530-I_CC_87DI_CC_87LBABY_SS23-0132_20copy.jpg?v=1696442273, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638239766283942282-I_CC_87DI_CC_87LBABY_SS23-0139_20copy.jpg?v=1696442279"
16288,Striped Dress,13.16,2,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638157762247430532-DSC_0457.jpg?v=1696443051, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638157762253524601-DSC_0458.jpg?v=1696443056"
16290,Dress,17.45,5,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638134511542443757-DSC_0743.jpg?v=1696442861, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638134511548692420-DSC_0745.jpg?v=1696442866"
16297,Single Jersey Shorts Set,11.35,3,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638113574030412462-DSC_1249.jpg?v=1696445127, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638113574036256207-DSC_1250.jpg?v=1696445203, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638113574042037582-DSC_1251.jpg?v=1696445209, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638113574047849605-DSC_1252.jpg?v=1696445214, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638113574054568167-DSC_1254.jpg?v=1696445219"
16300,Floral Shorts Set,17.46,3,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638187972840741916-DSC_0323.jpg?v=1696443563, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638187972816054400-DSC_0325.jpg?v=1696443565, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638187972822148209-DSC_0326.jpg?v=1696443571, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638187972828241880-DSC_0328.jpg?v=1696443576, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638187972834648056-DSC_0329.jpg?v=1696443580"
16301,Blouse,5.34,4,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638109489053286413-DSC_0423.jpg?v=1696441968, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638109489059223610-DSC_0424.jpg?v=1696441978"
16302,Floral Sweatshirt,11.35,4,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638113574633329625-DSC_1232.jpg?v=1696443663, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638113574639267286-DSC_1234.jpg?v=1696443668"
16306,Floral Jumpsuit,7.93,0,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638134512521804354-DSC_1236.jpg?v=1696443480, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638134512527585559-DSC_1237.jpg?v=1696443485"
16308,Yellow Floral Dress,17.45,5,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638179436270494615-DSC_0775.jpg?v=1696441266, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638179436287369601-DSC_0776_1.jpg?v=1696441273, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638198484024249117-I_CC_87DI_CC_87LBABY_SS23-1350_20copy.jpg?v=1696441282, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638198484031289091-I_CC_87DI_CC_87LBABY_SS23-1357.jpg?v=1696441290"
16309,Flower Dress,10.54,2,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638134513091172056-tak_C4_B1m.jpg?v=1696443777, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638134513097109493-DSC_0737.jpg?v=1696443780, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638134513102890777-DSC_0738.jpg?v=1696443785, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638134513110859308-DSC_0818.jpg?v=1696443793"
16311,Cherry Hat,6.21,3,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638179434108395915-DSC_0496.jpg?v=1696442346, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638207012903885471-I_CC_87DI_CC_87LBABY_SS23-0139_20copy.jpg?v=1696442354"
16316,Glitter Striped Short Skirt,9.37,6,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638133476482790612-DSC_0795.jpg?v=1696445011, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638133476489041403-DSC_0796.jpg?v=1696445016, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638139545443792984-I_CC_87DI_CC_87LBABY_SS23-1220.jpg?v=1696445022"
16328,Silver Dress,17.45,6,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638134514148495413-DSC_0800.jpg?v=1696447293, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638134514154120165-DSC_0802.jpg?v=1696447297"
16329,Floral Dress with Bandanna,14.97,5,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638192242314268566-DSC_0768-1.jpg?v=1696443438, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638192242308036551-DSC_0768.jpg?v=1696443444, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638192242320471388-DSC_0770.jpg?v=1696443448, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638192242327469290-DSC_1734.jpg?v=1696443453, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638207021922833540-I_CC_87DI_CC_87LBABY_SS23-2188_20copy.jpg?v=1696443458"
16331,Floral Dress,17.45,6,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638187974283382347-DSC_0757.jpg?v=1696443238, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638187974289672566-DSC_0758.jpg?v=1696443242, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638205265601226827-I_CC_87DI_CC_87LBABY_SS23-1785_20copy.jpg?v=1696443246, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638205265622164476-I_CC_87DI_CC_87LBABY_SS23-1815_20copy.jpg?v=1696443252, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638205265611383521-I_CC_87DI_CC_87LBABY_SS23-1808_20copy.jpg?v=1696443259"
16332,Flower Dress,10.54,6,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638134514693156694-DSC_0739.jpg?v=1696443754, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638134514698937783-DSC_0740.jpg?v=1696443758"
16333,Dress,13.16,7,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638133473852988557-DSC_0889.jpg?v=1696442577, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638133473859238425-DSC_0890.jpg?v=1696442581"
16344,Blouse,6.67,5,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/DSC_1176.jpg?v=1696444247, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/DSC_1177.jpg?v=1696444251"
16345,Blouse,7.98,7,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638134509709813002-DSC_1255.jpg?v=1696441830, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638134509715750454-DSC_1256.jpg?v=1696441838"
16353,Floral Sweatshirt,13.33,5,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638127446008017815-16353.jpg?v=1696443605, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638127446013798857-DSC_1230.jpg?v=1696443609, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638131087516370989-I_CC_87DI_CC_87LBABY_SS23-2060.jpg?v=1696443625"
16355,Floral Shorts,5.34,6,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638098205166312405-DSC_1245.jpg?v=1696443537, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638098205172874793-DSC_1247.jpg?v=1696443541"
16356,Striped Dress,16.04,3,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638138902147114136-DSC_1568.jpg?v=1696442992, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638138902154000392-DSC_1569.jpg?v=1696442997"
16394,Pyjama Set of 2,10.69,4,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638103502054504728-DSC_1767.jpg?v=1696447997, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638103502063098298-DSC_1768.jpg?v=1696447999, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638103502068879349-DSC_1769.jpg?v=1696448002, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638103502074504190-DSC_1771.jpg?v=1696448006, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638103502080754094-DSC_1772.jpg?v=1696448008"
16401,2-Piece Set,14.35,3,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638072102837754807-DSC_0136.jpg?v=1696606381, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638072102844160973-DSC_0137.jpg?v=1696606384, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638072102851348339-DSC_0138.jpg?v=1696606388, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638072102858253601-DSC_0140.jpg?v=1696606393, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638072102864352894-DSC_0141.jpg?v=1696606396"
16409,Striped Jumpsuit,8.21,1,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638072103175257855-DSC_0156.jpg?v=1696456280, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638072103182289051-DSC_0158.jpg?v=1696456286"
16410,I ‚ù§Ô∏è Mom & Dad Jumpsuit,8.22,4,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638040224976125556-DSC_9870.jpg?v=1696457183, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638040224977844329-DSC_9871.jpg?v=1696457189"
16411,I Love Mom & Dad Jumpsuit,9.01,0,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638040232259053015-DSC_9972.jpg?v=1696445810, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638040232264834181-DSC_9973.jpg?v=1696445813"
16419,I ‚ù§Ô∏è Mom & Dad Striped 2-Piece Set,10.78,1,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638054130674762333-DSC_0055.jpg?v=1696457212, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638054130680699705-DSC_0056.jpg?v=1696457217, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638054130686998585-DSC_0057.jpg?v=1696457224, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638054130694256136-DSC_0058.jpg?v=1696457229, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638054130700662278-DSC_0059.jpg?v=1696457235"
16420,Striped Printed 2-Piece Set,10.79,0,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638040219883750799-DSC_9924.jpg?v=1696456314, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638040219889688153-DSC_9926.jpg?v=1696456319, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638040219895625681-DSC_9927.jpg?v=1696456326, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638040219901562952-DSC_9929.jpg?v=1696456332, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638040219907812824-DSC_9930.jpg?v=1696456336"
16431,I Love Daddy & Mummy Body,5.65,6,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638040227751962220-DSC_9873.jpg?v=1696445770, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638040227757743328-DSC_9875.jpg?v=1696445775, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638040227751962220-DSC_9873_3c0bea54-76c6-4cf9-bbbe-e46d8a3fef8c.jpg?v=1696445778, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638040227757743328-DSC_9875_31d89e4e-e1e6-4268-bfb9-9366e3d9bf7f.jpg?v=1696445781"
16432,I Love DAD Body,5.65,3,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638254584182599878-16432-_20dad.jpg?v=1696445727, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638254584193194864-DSC_0277.jpg?v=1696445731"
16447,Snap Shorts Set,12.01,3,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638132707937250366-DSC_1155.jpg?v=1696443308, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638132707942875259-DSC_1156.jpg?v=1696443315, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638132707948656540-DSC_1157.jpg?v=1696443323, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638132707954437507-DSC_1158.jpg?v=1696443330, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638132707961156154-DSC_1159.jpg?v=1696443336"
16452,Shorts Set,8.04,0,"https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638103483360616073-DSC_1593.jpg?v=1696447337, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638103483372178313-DSC_1594.jpg?v=1696447341, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638103483385927997-DSC_1595_1.jpg?v=1696447348, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638103483391709212-DSC_1598.jpg?v=1696447351, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638103483417333722-DSC_1599_1.jpg?v=1696447357, https://cdn.shopify.com/s/files/1/0741/5830/9667/files/638103483417333722-DSC_1599_1_44ba87f7-2f1a-4472-8396-358620c65260.jpg?v=1696447446"
